,rotate-mouth_rotate-nose,rotate-mouth_rotate-cheek,rotate-mouth_rotate-eyebrow,rotate-mouth_rotate-top-head,rotate-mouth_rotate-back-head,rotate-nose_rotate-cheek,rotate-nose_rotate-eyebrow,rotate-nose_rotate-top-head,rotate-nose_rotate-back-head,rotate-cheek_rotate-eyebrow,rotate-cheek_rotate-top-head,rotate-cheek_rotate-back-head,rotate-eyebrow_rotate-top-head,rotate-eyebrow_rotate-back-head,rotate-top-head_rotate-back-head
10,3.137756610182163,3.054393389523373,2.6508259632089173,3.486337806719649,3.195303208529495,0.2984606972810814,0.9425564437313773,3.842536161085918,1.714079976133518,1.0023634025454242,3.776579140930097,1.575611350530152,3.2155865979574814,1.87125218487821,3.3451244443917196
11,1.7082977571457776,2.0172465786500164,1.6034476068610177,3.2401989435716425,4.2451885392619015,0.8691536843877621,1.7563950800120123,3.2544118297318483,3.5449225752998563,1.4248161914652449,3.4870854653638688,3.2405746523878056,3.2890345768099114,3.4425524324749226,2.8003468381470404
12,2.2449140834618695,2.4442479076461954,3.135466853165742,1.8873406787145883,3.3712670835624676,1.234237401649029,1.517153791708301,2.898043948320223,3.4420123819369435,1.2124631417370781,3.1101873190885323,3.787193233438488,3.46039894618482,4.296851822876583,3.6832618925705813
13,2.5434092418158443,4.319301905163918,3.107328027024117,1.5040345081499398,2.9857024984132123,2.7281854517528656,2.87655795012409,2.6709671506051675,3.1043107062154442,3.0319464132830203,4.641060981042951,3.4318959165981195,3.287095099901979,3.6122888668016504,2.830009950840574
14,4.63777543329307,3.6455589021409254,2.3967452562750635,2.8824467717421927,4.213374031814746,1.3746745045212347,3.6290038404195872,3.7893121391865177,1.731782433471196,3.217272146825273,3.502687606148871,1.5479174672315144,1.1358479759163789,3.1322648426836524,3.316015585763045
15,3.8428062354841126,3.3965513902064735,2.9314734520019345,2.7472119291374275,3.6157790492705137,1.0266114714040764,2.1173947714638284,3.9018734229899192,5.143233052461547,1.2320628954412032,3.628501985848722,4.719303689589109,3.35770051270895,4.358991687301271,2.669829746640308
16,0.579543685172565,2.0171168375074897,1.9729882752892156,3.3777311601546938,3.3083181599007947,1.8384845114087949,2.2013669229701596,3.7337397443039735,3.4904309985271684,2.1929267136622723,3.7078807649955423,3.20168270607689,2.6419496740149544,3.2571933626703333,1.9557163862660385
17,3.8212774126335165,3.519602021153384,3.8975285708755707,3.2007967330186604,2.9869304708253672,0.7349106922366534,0.8742986699025418,3.279391797200516,2.714531524988682,0.6409380228586617,3.035519401273714,2.290641267270074,3.1178943297927577,2.6553127053694636,3.077669336391631
18,2.5950023806579723,2.439237647942706,1.1271077591097425,3.652315158481769,3.1093800334991353,0.30798824156234844,3.151135272450477,3.9816312002578824,2.965328330423317,2.9225459158026856,3.831722691036952,2.715590976519193,3.268346498057061,2.557255869455439,2.966310517572206
19,2.127967863071252,0.938900944089612,1.1555706756050854,1.6988865692785466,2.4985596282082794,1.5202870972718818,2.7021216881941226,3.4282670507758053,2.3418808229045203,1.443055409241057,2.061933368376896,2.141112600113088,1.7571369805218113,2.750790222574828,2.669303819464722
20,3.211866154231476,2.873651834171282,1.8404287359772604,3.5034348071507546,3.292427300201064,0.7151202506377525,2.4800626321795836,4.099823069480538,3.6772304358153747,2.0476491165216153,3.9006927172216526,3.0892735718539206,3.0252103622246564,2.0127439856024676,3.1258346305277254
21,2.8764796737694005,2.8007121133432076,1.1156467180517446,3.808563810876528,2.8792760185570896,1.328272855328935,3.0845224116478436,3.5381717416116594,3.583143726049953,2.7055498284305073,3.073041457908845,3.1218119318718593,3.807064772765684,2.3420590246733584,3.0253793491717333
22,2.174678327126068,3.199605383739437,2.2525006346152225,2.8704087435786407,3.771751898960979,2.4650141807097694,2.3207219787125117,3.5630087455316444,4.247746823978571,3.304536448864043,4.266758358795828,3.417972178191047,1.5891649111122983,3.557622885387196,3.2368391963245537
23,3.873409514775302,3.681755071758283,2.15936115501982,3.057700081517015,3.0096705840910767,0.6797036871819219,4.0982436536835705,2.7645734996681117,3.3974477096009474,3.877430268536207,2.5568830794420125,3.441655959560858,2.1239813669975587,3.434054700530511,2.8984551559582603
24,3.5061897711426275,4.227875286822887,2.944850012304095,3.2782662361728976,3.1618282759610317,2.316702461135775,1.4574007621942853,1.6821843285725195,3.2625807788622985,2.86893976868963,2.9743010056466614,2.6295805050389665,2.015493210951476,3.5177303485336195,2.637693474905558
25,2.608490201500874,2.137924335816204,1.1713996371516455,3.7899966707414703,2.970550395344708,1.2984500727948567,3.4073278093318584,4.781144330708863,3.6230753065101844,2.5978873858879767,4.505092630307626,2.6477303809586323,3.5194201087385184,2.516319421787692,3.7995513469849658
26,2.9216917166391703,2.977071250380013,2.0895192364735506,2.8378285754684773,3.480002647064148,1.0154989527028735,2.0889705557075766,3.696988279554703,3.2098012936820943,2.3055232407358393,3.6320227226879305,2.9174538793875255,2.777434211452308,3.614721403012846,2.5927903060715396
27,3.717237276088401,3.5642114672360847,2.612024035371985,2.7004895414758407,2.921075185569667,0.40403725834668686,2.50179582047555,3.3839065552149274,2.5261855406169724,2.2928947169172527,3.1785974840638054,2.2461378255419078,1.9383710293418188,1.6974013265311714,2.397304563390358
28,2.9973513746438973,3.786518606776204,1.5883989747077354,1.5496475298135022,3.3344980745939647,2.665066952015165,2.133172721408626,2.485106100769193,3.59766801292999,3.2393274279310713,3.6308197158049613,3.119636809005112,0.5894244302241533,2.8475526565486544,3.11210136474632
29,2.514833737910805,2.2808218349919764,2.2439718935092,2.819356793615688,4.03966263484492,0.5955756948922526,1.529401379229389,4.454071553454321,4.636540632397913,1.049408165800965,4.068196850354099,4.197923238936278,3.5957087517247275,3.552993859198561,3.2417239607706607
30,1.528276210837536,2.3348875932276956,2.7177908879905535,2.693025420519431,3.3819470436063086,2.63489324269454,2.2155795267635474,2.808970463295161,3.9476280671977286,1.599795020662277,1.9696660910329964,2.2963081347862477,1.810024450957255,3.541095325333184,3.345701071695923
31,3.963528618449541,4.307153843321424,4.400567077192228,3.5262484256620876,3.8738668264199014,1.040760845604583,1.0956746847897318,1.9769637134527869,2.5803179874314424,0.5282036949137082,2.2556879380773487,2.4740907115531345,2.137297435964994,2.343071704402223,1.1066010995266047
32,3.898101978417892,3.981980480506101,3.083267003609819,2.692047478354333,3.436949872420715,0.6897143817670277,2.0146033858864283,3.139444873599558,3.5007177884564853,2.2601274584130815,3.193752678088996,3.428646785729409,2.4468770209609088,2.260158012301773,2.7432504471978176
33,4.052693492443938,3.586218260175168,3.83130286628748,3.2536582734082757,4.07540827435736,1.26750499035709,0.6895964206932838,3.203639112455719,3.208973755799448,0.6296673588426512,2.7797848197448323,2.938170072134758,2.984022766503478,2.9801749981986583,2.232279701195582
34,3.882345906336539,2.7938350324160584,1.5992881437416533,1.688106000080776,3.497148258039871,1.938871020506761,4.087984122642502,4.769838705808038,3.1361159610479463,3.156031067387526,3.845485693028001,2.611583581176847,1.1424234682745908,2.9023038733118165,3.3916509805849473
35,3.571838548744246,4.036956095734387,3.0729418342497437,4.06399134646673,4.832882041675425,2.0171397791615076,2.4108439902535594,2.521400535079919,3.377811509437268,1.3707899753360724,1.408341368599259,2.709246971252599,1.816904735265819,2.993564964058956,1.428174466456861
36,2.3128995680901174,2.558081376421626,1.2131619830893452,2.689755440635838,3.0587884223932065,0.705330227938975,2.0367354782544496,4.186379670532994,3.9114389888442447,2.176868204987318,4.1338694364066395,3.76606638859106,3.225100127383965,3.1864375602444874,2.3366420256272296
37,1.9545093591874225,1.7972985883035333,2.701275216863871,2.2037547992842947,3.315126829615279,0.8193505273444389,2.236070269515374,4.00637917007259,3.843706817397916,2.312886707288202,3.667627363877198,3.6353318757833275,4.32007571739699,2.6202869270713363,4.11250904806683
38,3.430726856244219,3.0709902471640658,2.3522343262399406,2.7774671059527285,3.123586287250243,0.6748250879522758,3.270728512121082,3.846728036863207,4.18295724988406,2.9053055982185425,3.547612837198341,3.882443309626164,1.2585728411430612,2.8016311993832255,2.1565235980934765
39,2.9989378400857936,2.4359624014564205,3.229073643235557,2.4695906638262715,3.357513728145931,1.6452546117460107,1.0818519849528316,2.6162173523456427,3.68200942339089,2.394164327221388,1.1956661193326557,2.728771883128741,3.1260827534051625,3.771774129981235,1.9900199511486314
